train_losses,train_accuracies,test_losses,test_accuracies,epoch
0.6931557263863288,0.4867584745762712,0.6931481267891678,0.49382716049382713,1
0.6931513330693972,0.4867584745762712,0.6931452143426035,0.49382716049382713,2
0.6931434346962784,0.5026483050847458,0.6931338707605997,0.49382716049382713,3
0.6931227094541161,0.5121822033898306,0.693110891416961,0.49382716049382713,4
0.6930792369579865,0.5026483050847458,0.693064764434216,0.49382716049382713,5
0.6930093795566236,0.5026483050847458,0.692995526042639,0.49382716049382713,6
0.6929192159135463,0.5026483050847458,0.6928978124085594,0.49382716049382713,7
0.6927900859865092,0.503707627118644,0.6927619442051532,0.49382716049382713,8
0.6926263823347577,0.6498940677966102,0.6925797000819561,0.6419753086419753,9
0.692434820078187,0.6546610169491526,0.6924196429112378,0.6419753086419753,10
0.6921967212426461,0.6551906779661016,0.6921792521196253,0.6419753086419753,11
0.6919182089425749,0.6551906779661016,0.6919290651293362,0.6419753086419753,12
0.6916098041554629,0.6551906779661016,0.6916848824304693,0.6419753086419753,13
0.6912543735766815,0.6551906779661016,0.6912944971346388,0.6419753086419753,14
0.6908570823527999,0.6551906779661016,0.6909976268515867,0.6419753086419753,15
0.6904179883205285,0.6551906779661016,0.6905252851691901,0.6419753086419753,16
0.6899358731205181,0.6551906779661016,0.6899393452148811,0.6419753086419753,17
0.689421021079613,0.6551906779661016,0.6895690373345917,0.6419753086419753,18
0.6888646862264407,0.6551906779661016,0.6891693975411209,0.6419753086419753,19
0.6882805730831825,0.6551906779661016,0.6883754297798755,0.6419753086419753,20
